fantasy_owner,ipl_team,nickname,full_name,role,is_overseas,official_name,official_player_id,official_player_url,official_stats_feed_url,mapping_source,mapping_notes,playing_xi_tier,availability_modifier,availability_note,overseas_competition_note,availability_source,confidence,career_batting_matches,career_batting_innings,career_batting_not_outs,career_batting_runs,career_batting_high_score,career_batting_average,career_batting_balls_faced,career_batting_strike_rate,career_batting_hundreds,career_batting_fifties,career_batting_fours,career_batting_sixes,career_batting_catches,career_batting_stumpings,career_bowling_matches,career_bowling_innings,career_bowling_balls,career_bowling_runs_conceded,career_bowling_wickets,career_bowling_best_bowling,career_bowling_average,career_bowling_economy,career_bowling_strike_rate,career_bowling_four_wkts,career_bowling_five_wkts,season_2025_batting_matches,season_2025_batting_innings,season_2025_batting_not_outs,season_2025_batting_runs,season_2025_batting_high_score,season_2025_batting_average,season_2025_batting_balls_faced,season_2025_batting_strike_rate,season_2025_batting_hundreds,season_2025_batting_fifties,season_2025_batting_fours,season_2025_batting_sixes,season_2025_batting_catches,season_2025_batting_stumpings,season_2025_bowling_matches,season_2025_bowling_innings,season_2025_bowling_balls,season_2025_bowling_runs_conceded,season_2025_bowling_wickets,season_2025_bowling_best_bowling,season_2025_bowling_average,season_2025_bowling_economy,season_2025_bowling_strike_rate,season_2025_bowling_four_wkts,season_2025_bowling_five_wkts,season_2024_batting_matches,season_2024_batting_innings,season_2024_batting_not_outs,season_2024_batting_runs,season_2024_batting_high_score,season_2024_batting_average,season_2024_batting_balls_faced,season_2024_batting_strike_rate,season_2024_batting_hundreds,season_2024_batting_fifties,season_2024_batting_fours,season_2024_batting_sixes,season_2024_batting_catches,season_2024_batting_stumpings,season_2024_bowling_matches,season_2024_bowling_innings,season_2024_bowling_balls,season_2024_bowling_runs_conceded,season_2024_bowling_wickets,season_2024_bowling_best_bowling,season_2024_bowling_average,season_2024_bowling_economy,season_2024_bowling_strike_rate,season_2024_bowling_four_wkts,season_2024_bowling_five_wkts,stats_source,stats_fetched_at,stats_status
Vyom,LSG,Akshat Raghu,Akshat Raghuwanshi,BAT,False,Akshat Raghuwanshi,23035,https://www.iplt20.com/players/akshat-raghuwanshi/23035,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23035-playerstats.js,registry_exact_team_match,Official stats feed not available for this player ID.,LIKELY,1.0,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23035-playerstats.js,2026-03-23T10:51:07.121246+00:00,feed_missing
Harsh,LSG,Avesh,Avesh Khan,BOWL,False,Avesh Khan,1561,https://www.iplt20.com/players/avesh-khan/1561,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1561-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,76,14,12,62,19*,31.00,37,167.57,0,0,6,4,13,0,76,75,1619,2461,87,4/24,28.29,9.12,18.61,1,0,13,4,3,21,19*,21.00,12,175.00,0,0,3,1,2,,13,13,284,487,13,3/37,37.46,10.29,21.85,0,0,16,3,3,10,7*,,5,200.00,0,0,1,0,2,,16,15,329,526,19,3/27,27.68,9.59,17.32,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1561-playerstats.js,2026-03-23T10:51:07.173883+00:00,ok
Dharmil,LSG,Mukul,Mukul Choudhary,BOWL,False,Mukul Choudhary,23010,https://www.iplt20.com/players/mukul-choudhary/23010,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23010-playerstats.js,registry_exact_team_match,Official stats feed not available for this player ID.,LIKELY,1.0,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23010-playerstats.js,2026-03-23T10:51:07.178539+00:00,feed_missing
Manan,GT,Sai Kishore,Sai Kishore,BOWL,False,Sai Kishore,7123,https://www.iplt20.com/players/sai-kishore/7123,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/7123-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Sai Kishore'.,LIKELY,1.0,,,,High,25,5,1,18,13,4.50,16,112.50,0,0,0,2,10,,25,25,441,651,32,4/33,20.34,8.86,13.78,1,0,15,3,0,5,3,1.67,10,50.00,0,0,0,0,5,,15,15,255,393,19,3/30,20.68,9.25,13.42,0,0,5,2,1,13,13,13.00,6,216.67,0,0,0,2,2,,5,5,90,137,7,4/33,19.57,9.13,12.86,1,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/7123-playerstats.js,2026-03-23T10:51:07.186330+00:00,ok
Akshit,GT,Sudarshan,Sai Sudharsan,BAT,False,Sai Sudharsan,20592,https://www.iplt20.com/players/sai-sudharsan/20592,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20592-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,40,40,4,1793,108*,49.81,1229,145.89,2,12,183,52,10,,40,,,,,,,,,,,15,15,1,759,108*,54.21,486,156.17,1,6,88,21,7,,15,,,,,,,,,,,12,12,1,527,103,47.91,373,141.29,1,2,48,16,,,12,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20592-playerstats.js,2026-03-23T10:51:07.231436+00:00,ok
Saurabh,GT,Prasidh,Prasidh Krishna,BOWL,False,Prasidh Krishna,5105,https://www.iplt20.com/players/prasidh-krishna/5105,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5105-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,66,10,7,9,4*,3.00,24,37.50,0,0,0,0,14,0,66,66,1499,2191,74,4/30,29.61,8.77,20.26,2,0,15,0,0,,,,,,0,0,,,5,,15,15,354,488,25,4/41,19.52,8.27,14.16,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5105-playerstats.js,2026-03-23T10:51:07.281752+00:00,ok
Vyom,GT,Buttler,Jos Buttler,WK,True,Jos Buttler,509,https://www.iplt20.com/players/jos-buttler/509,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/509-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,121,119,16,4120,124,40.00,2758,149.38,7,24,407,185,63,3,121,0,0,0,0,,,,,0,0,14,13,4,538,97*,59.78,330,163.03,0,5,52,24,8,2,14,,,,,,,,,,,11,11,2,359,107*,39.89,255,140.78,2,0,36,12,3,,11,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/509-playerstats.js,2026-03-23T10:51:07.314699+00:00,ok
Harsh,GT,Gill,Shubman Gill,BAT,False,Shubman Gill,3761,https://www.iplt20.com/players/shubman-gill/3761,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3761-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,118,115,17,3866,129,39.45,2787,138.72,4,26,372,119,45,0,118,0,0,0,0,,,,,0,0,15,15,2,650,93*,50.00,417,155.88,0,6,62,24,8,,15,,,,,,,,,,,12,12,1,426,104,38.73,289,147.40,1,2,37,15,1,,12,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3761-playerstats.js,2026-03-23T10:51:07.320900+00:00,ok
Dharmik,GT,Rabada,Kagiso Rabada,BOWL,True,Kagiso Rabada,1664,https://www.iplt20.com/players/kagiso-rabada/1664,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1664-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,84,33,14,215,44,11.32,201,106.97,0,0,16,9,30,0,84,84,1902,2732,119,4/21,22.96,8.62,15.98,6,0,4,2,1,9,7*,9.00,8,112.50,0,0,0,1,,,4,4,84,162,2,1/41,81.00,11.57,42.00,0,0,11,3,2,20,11*,20.00,14,142.86,0,0,0,2,5,,11,11,252,372,11,2/18,33.82,8.86,22.91,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1664-playerstats.js,2026-03-23T10:51:07.359682+00:00,ok
Dharmil,GT,Washington,Washington Sundar,AR,False,Washington Sundar,2973,https://www.iplt20.com/players/washington-sundar/2973,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2973-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,66,45,13,511,49,15.97,405,126.17,0,0,42,16,15,0,66,63,1119,1436,39,3/16,36.82,7.70,28.69,0,0,6,5,0,133,49,26.60,80,166.25,0,0,10,7,3,,6,5,65,111,2,1/28,55.50,10.25,32.50,0,0,2,2,1,0,0,0.00,1,0.00,0,0,0,0,,,2,2,30,73,1,1/46,73.00,14.60,30.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2973-playerstats.js,2026-03-23T10:51:07.434755+00:00,ok
Manan,GT,Arshad Khan,Mohd Arshad Khan,BOWL,False,Mohd Arshad Khan,20599,https://www.iplt20.com/players/mohd-arshad-khan/20599,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20599-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Mohd Arshad Khan'.,LIKELY,1.0,,,,High,19,12,6,124,58*,20.67,88,140.91,0,1,6,9,7,,19,19,272,521,12,3/39,43.42,11.49,22.67,0,0,9,5,3,23,20,11.50,19,121.05,0,0,0,3,4,,9,9,126,217,6,1/7,36.17,10.33,21.00,0,0,4,4,2,83,58*,41.50,54,153.70,0,1,6,5,1,,4,4,61,114,1,1/45,114.00,11.21,61.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20599-playerstats.js,2026-03-23T10:51:07.444305+00:00,ok
Akshit,GT,Glenn,Glenn Phillips,AR,True,Glenn Phillips,3027,https://www.iplt20.com/players/glenn-phillips/3027,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3027-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,8,8,1,65,25,9.29,55,118.18,0,0,3,6,3,0,8,4,30,40,2,1/10,20.00,8.00,15.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3027-playerstats.js,2026-03-23T10:51:07.467556+00:00,ok
Saurabh,GT,SRK,Shahrukh Khan,BAT,False,Shahrukh Khan,7779,https://www.iplt20.com/players/shahrukh-khan/7779,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/7779-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,55,49,15,732,58,21.53,491,149.08,0,2,46,50,25,0,55,3,18,28,1,1/13,28.00,9.33,18.00,0,0,15,11,5,179,57,29.83,100,179.00,0,1,11,13,5,,15,1,6,13,1,1/13,13.00,13.00,6.00,0,0,7,7,0,127,58,18.14,75,169.33,0,1,9,9,6,,7,2,12,15,0,0/7,,7.50,,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/7779-playerstats.js,2026-03-23T10:51:07.485343+00:00,ok
Vyom,GT,Rashid,Rashid Khan,BOWL,True,Rashid Khan,2885,https://www.iplt20.com/players/rashid-khan/2885,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2885-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,136,68,26,585,79*,13.93,365,160.27,0,1,41,41,48,0,136,136,3189,3766,158,4/24,23.84,7.09,20.18,2,0,15,8,3,40,12,8.00,28,142.86,0,0,2,3,6,,15,15,330,514,9,2/25,57.11,9.35,36.67,0,0,12,8,3,102,31,20.40,71,143.66,0,0,11,3,5,,12,12,262,367,10,2/38,36.70,8.40,26.20,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2885-playerstats.js,2026-03-23T10:51:07.584356+00:00,ok
Harsh,GT,Siraj,Mohammed Siraj,BOWL,False,Mohammed Siraj,3840,https://www.iplt20.com/players/mohammed-siraj/3840,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3840-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,108,26,16,112,14,11.20,123,91.06,0,0,10,4,34,0,108,108,2300,3350,109,4/17,30.73,8.74,21.10,3,0,15,1,1,3,3*,,4,75.00,0,0,0,0,5,,15,15,342,527,16,4/17,32.94,9.25,21.38,1,0,14,3,1,12,12,6.00,8,150.00,0,0,0,2,3,,14,14,324,496,15,3/43,33.07,9.19,21.60,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3840-playerstats.js,2026-03-23T10:51:07.588087+00:00,ok
Dharmik,GT,Holder,Jason Holder,AR,True,Jason Holder,1075,https://www.iplt20.com/players/jason-holder/1075,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1075-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,26,16,3,189,47*,14.54,156,121.15,0,0,11,11,7,0,26,26,575,786,35,4/52,22.46,8.20,16.43,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1075-playerstats.js,2026-03-23T10:51:07.596806+00:00,ok
Dharmil,GT,Ishant,Ishant Sharma,BOWL,False,Ishant Sharma,38,https://www.iplt20.com/players/ishant-sharma/38,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/38-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,117,28,22,57,10*,9.50,69,82.61,0,0,4,2,21,0,117,117,2425,3379,97,5/12,34.84,8.36,25.00,0,1,7,0,0,,,,,,0,0,,,2,,7,7,110,205,4,1/18,51.25,11.18,27.50,0,0,9,2,2,1,1*,,7,14.29,0,0,0,0,2,,9,9,162,265,10,3/34,26.50,9.81,16.20,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/38-playerstats.js,2026-03-23T10:51:07.617540+00:00,ok
Akshit,GT,Ashok,Ashok Sharma,AR,False,Ashok Sharma,20584,https://www.iplt20.com/players/ashok-sharma/20584,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20584-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20584-playerstats.js,2026-03-23T10:51:07.718255+00:00,ok
Saurabh,GT,Tewatia,Rahul Tewatia,AR,False,Rahul Tewatia,1749,https://www.iplt20.com/players/rahul-tewatia/1749,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1749-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,108,77,29,1112,53,23.17,811,137.11,0,1,90,54,42,0,108,52,843,1111,32,3/18,34.72,7.91,26.34,0,0,15,12,4,99,24*,12.38,59,167.80,0,0,6,7,4,,15,,,,,,,,,,,12,9,2,188,36*,26.86,129,145.74,0,0,24,5,6,,12,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1749-playerstats.js,2026-03-23T10:51:07.722370+00:00,ok
Vyom,GT,Kumar,Nishant Sindhu,AR,False,Nishant Sindhu,5615,https://www.iplt20.com/players/nishant-sindhu/5615,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5615-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5615-playerstats.js,2026-03-23T10:51:07.732091+00:00,ok
Harsh,GT,Anuj Rawat,Anuj Rawat,WK,False,Anuj Rawat,10788,https://www.iplt20.com/players/anuj-rawat/10788,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/10788-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,24,21,5,318,66,19.88,267,119.10,0,1,26,14,17,0,24,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,98,48,24.50,77,127.27,0,0,10,3,5,,5,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/10788-playerstats.js,2026-03-23T10:51:07.765474+00:00,ok
